LevelGen.py	* tile radius	半径*タイル。
LevelGen.py	*% of Walls on affected tiles are destroyed.	効果を受けたタイルの壁の*%が破壊される。
LevelGen.py	*x* square area	*x*の正方形の範囲。
LevelGen.py	[Glassified] units cannot act.	[ガラス化:glassified]したユニットは行動できない。
LevelGen.py	[Glassified] units gain [*_fire:fire] resist.	[ガラス化:glassified]したユニットは[*ファイア:fire]耐性を得る。
LevelGen.py	[Glassified] units gain [*_ice:ice] resist.	[ガラス化:glassified]したユニットは[*アイス:ice]耐性を得る。
LevelGen.py	[Glassified] units gain [*_lightning:lightning] resist.	[ガラス化:glassified]したユニットは[*ライトニング:lightning]耐性を得る。
LevelGen.py	[Glassified] units gain [-*_physical:physical] resist.	[ガラス化:glassified]したユニットは[-*物理:physical]耐性を得る。
LevelGen.py	A beam which leaves storm clouds along its path	射線に沿って雷雲を残すビーム。
LevelGen.py	A burst of ice freezes all units in the radius.	半径内のすべてのユニットを凍結させる氷の爆発。
LevelGen.py	A non construct ally loses * max hp but cannot die until the Giant Soul Jar is destroyed.	コンストラクトでない味方1体は最大HPを*失うが、ジャイアント・ソウル・ジャーが破壊されるまで不死身になる。
LevelGen.py	All allies gain * SH up to a max of *	すべての味方は*SHを得る（最大*）。
LevelGen.py	"All allies gain * SH, all enemies lose * SH."	すべての味方は*SHを得る、すべての敵は*SHを失う。
LevelGen.py	All enemies in line of sight lose * max hp and are poisoned for * turns.	視界内のすべての敵は最大HPを*失い、*ターン毒になる。
LevelGen.py	All enemies in line of sight take damage and lose one random spell charge.	視界内のすべての敵はダメージを受け、ランダムな呪文のチャージを1つ失う。
LevelGen.py	Allies are healed.	味方は回復する。
LevelGen.py	Allies in line of sight are healed instead.	視界内の味方は代わりに回復する。
LevelGen.py	Allies in line of sight temporarily gain +* damage to physical and fire attacks	視界内の味方は一時的に物理とファイアの攻撃に+*ダメージを得る。
LevelGen.py	Allies within * tiles of target allied dragon gain immunity to damage of that dragons type for * turns	対象の味方のドラゴンから範囲*タイル以内の味方は、そのドラゴンの属性のダメージに対する完全耐性を*ターン得る。
LevelGen.py	Applies * turns of poison	*ターンの毒を与える。
LevelGen.py	Applies * turns of stun	*ターンのスタンを与える。
LevelGen.py	Applies Blind for * turns	*ターンの盲目を与える。
LevelGen.py	Applies Blind for * turns.	*ターンの盲目を与える。
LevelGen.py	Applies Conductivity for * turns	*ターンの導電を与える。
LevelGen.py	Applies Fear for * turns	*ターンの恐怖を与える。
LevelGen.py	Applies Frozen for * turns	*ターンの凍結を与える。
LevelGen.py	Applies frozen for * turns	*ターンの凍結を与える。
LevelGen.py	Applies Iron Plating for * turns	*ターンの鉄装甲を与える。
LevelGen.py	Applies None for * turns	*ターンの無を与える。
LevelGen.py	Applies Petrified for * turns	*ターンの石化を与える。
LevelGen.py	Applies petrify for * turns	*ターンの石化を与える。
LevelGen.py	Applies Poison for * turns	*ターンの毒を与える。
LevelGen.py	Applies poison for * turns	*ターンの毒を与える。
LevelGen.py	Applies Poison for * turns.	*ターンの毒を与える。
LevelGen.py	Applies Poison for * turns.  Attacks * times.	*ターンの毒を与える。*回攻撃する。
LevelGen.py	Attacks * times.	*回攻撃する。
LevelGen.py	Applies Silenced for * turns	*ターンの沈黙を与える。
LevelGen.py	Applies Silenced for * turns.	*ターンの沈黙を与える。
LevelGen.py	Applies Stunned for * turns	*ターンのスタンを与える。
LevelGen.py	Applies Stunned for * turns.	*ターンのスタンを与える。
LevelGen.py	Autocast on death	死亡時に自動詠唱。
LevelGen.py	Bats an adjacent unit towards an enemy	隣接するユニット1体を敵に向かって吹き飛ばす。
LevelGen.py	Bats an enemy away	敵1体を吹き飛ばす。
LevelGen.py	Beam Attack	ビーム攻撃。
LevelGen.py	Berserk all enemy summoned units in LOS for * turns	視界内のすべての敵召喚ユニットに*ターンの狂乱を与える。
LevelGen.py	Blind all enemies for * turns	すべての敵に*ターンの盲目を与える。
LevelGen.py	Breathes a cone of bats dealing * damage to occupied tiles and summoning bats in empty ones.	コウモリのブレスを吐き、ユニットに*ダメージを与え、空きタイルにコウモリを召喚する。
LevelGen.py	"Breathes a cone of dark energy, dealing dark damage and reanimating slain units as skeletons."	暗黒の力のブレスを吐き、ダークダメージを与え、倒れたユニットをスケルトンとして復活させる。
LevelGen.py	Breathes a cone of fire dealing * damage	火のブレスを吐き、*ダメージを与える。
LevelGen.py	"Breathes a cone of holy flame, dealing holy damage to enemies and healing allies"	聖なる炎のブレスを吐き、敵にホーリーダメージを与え、味方を回復する。
